State,State Code,Year,cancer_deaths,cancer_population,cancer_rate_per_100k,cardiovascular_deaths,cardiovascular_population,cardiovascular_rate_per_100k,motor_vehicle_deaths,motor_vehicle_population,motor_vehicle_rate_per_100k
Arkansas,5,2003,6119,2724816,224.56562204567206,10514,2724816,385.8609168472293,720,2724816,26.423802561347262
Arkansas,5,2004,6304,2749686,229.26254125016456,10131,2749686,368.44206938537707,779,2749686,28.3305075561355
Arkansas,5,2005,6361,2781097,228.72269467767575,10125,2781097,364.06497148427405,696,2781097,25.026095817585652
Arkansas,5,2006,6177,2821761,218.9058534723529,9925,2821761,351.7307100069779,729,2821761,25.834930740059132
Arkansas,5,2007,6388,2848650,224.24657293805836,9687,2848650,340.0558159128008,675,2848650,23.695434679585066
Arkansas,5,2008,6526,2874554,227.02652307105726,9819,2874554,341.58342476780746,641,2874554,22.299111444766734
Arkansas,5,2009,6513,2896843,224.83096253404136,9520,2896843,328.6336194263894,643,2896843,22.1965774465513
Arkansas,5,2010,6475,2915918,222.05699885936434,9586,2915918,328.74724186345435,608,2915918,20.851066456601316
Arkansas,5,2011,6497,2937979,221.13840840931812,9384,2937979,319.40323603402203,595,2937979,20.252016777519515
Arkansas,5,2012,6540,2949131,221.76024055899856,9629,2949131,326.5029596854124,617,2949131,20.921417190352006
Arkansas,5,2013,6688,2959373,225.99381693351938,9604,2959373,324.5282024266627,537,2959373,18.145735600074747
Arkansas,5,2014,6546,2966369,220.67382716041058,9708,2966369,327.2687922507281,532,2966369,17.93438375333615
Arkansas,5,2015,6727,2978204,225.8743860393714,10239,2978204,343.79780565736934,593,2978204,19.911329109758768
Arkansas,5,2016,6612,2988248,221.26677571607175,10348,2988248,346.289866169073,634,2988248,21.21644522141402
Arkansas,5,2017,6517,3004279,216.92392750473576,10577,3004279,352.06450532723494,579,3004279,19.27251097517907
Arkansas,5,2018,6491,3013825,215.3741507884499,10472,3013825,347.4654301427588,551,3013825,18.28241520327159
Arkansas,5,2019,6482,3017804,214.79194805229233,10878,3017804,360.4607853922919,556,3017804,18.423993075759725
Arkansas,5,2020,6496,3030522,214.35251088756328,11007,3030522,363.2047548244164,683,3030522,22.53737144953906
Arkansas,5,2021,6516,3025891,215.3415308086114,11212,3025891,370.5354885552718,731,3025891,24.158173575981422
Arkansas,5,2022,6638,3045637,217.95112155519521,11193,3045637,367.50932563532683,651,3045637,21.374838826820138
Arkansas,5,2023,6653,3067732,216.87031331289694,11124,3067732,362.6131617755397,651,3067732,21.22088891728482
Arkansas,5,2024,6588,3088354,213.31751476676573,11304,3088354,366.02021659434115,640,3088354,20.723012970663337
California,6,1999,53067,33499204,158.41271929924065,96511,33499204,288.09938289876976,3641,33499204,10.868914974815521
California,6,2000,53158,33871648,156.9395147233462,92982,33871648,274.51277245205193,3743,33871648,11.050539967822056
California,6,2001,53924,34479458,156.39456977542977,92912,34479458,269.4705931862386,3932,34479458,11.403891557692118
California,6,2002,54143,34871843,155.26280042038502,93025,34871843,266.7624994755798,4248,34871843,12.181747893278827
California,6,2003,54319,35253159,154.08264547299152,93373,35253159,264.8642069211443,4465,35253159,12.665531619450046
California,6,2004,53700,35574576,150.9504990305436,88674,35574576,249.26228214216806,4417,35574576,12.416170469607284
California,6,2005,54732,35827943,152.76344500157322,87527,35827943,244.2981446074088,4427,35827943,12.35627733358848
California,6,2006,54140,36021202,150.30037032079053,86484,36021202,240.0919325235177,4464,36021202,12.392701387366252
California,6,2007,55011,36250311,151.7531808209866,82836,36250311,228.511142980263,4306,36250311,11.87851878015612
California,6,2008,54686,36604337,149.39759733935352,81256,36604337,221.98462439027375,3619,36604337,9.886806582509609
California,6,2009,55991,36961229,151.4857636362687,79173,36961229,214.20553953982426,3293,36961229,8.909335779933075
California,6,2010,56453,37253956,151.5355845698642,78960,37253956,211.95064491942813,2922,37253956,7.843462315787349
California,6,2011,56449,37691912,149.76422527994868,80309,37691912,213.06693064549233,3041,37691912,8.068043881668832
California,6,2012,57676,38041430,151.61364859312596,80373,38041430,211.277546611681,3134,38041430,8.238386411867273
California,6,2013,57714,38332521,150.56145146310624,81605,38332521,212.8871200514049,3375,38332521,8.804534405655188
California,6,2014,58412,38802500,150.53669222343922,79249,38802500,204.23684040976744,3438,38802500,8.860253849623092
California,6,2015,59629,39144818,152.32923039775022,84345,39144818,215.4691331046679,3721,39144818,9.50572819114908
California,6,2016,59515,39250017,151.63050757404767,85368,39250017,217.49799496902128,4155,39250017,10.585982676134892
California,6,2017,59516,39536653,150.5337338494485,87559,39536653,221.46285372208922,4194,39536653,10.607878213666694
California,6,2018,59962,39557045,151.58361803820281,87282,39557045,220.64843316784658,4150,39557045,10.49117799370504
California,6,2019,59512,39512223,150.61668385501875,87581,39512223,221.65546089370878,4013,39512223,10.156350858821586
California,6,2020,59778,39368078,151.84383652155944,93455,39368078,237.38776376128905,4462,39368078,11.334055983124195
California,6,2021,59503,39237836,151.64699704642223,93113,39237836,237.30411636360373,4986,39237836,12.707122788320946
California,6,2022,60449,39029342,154.88090985494964,94494,39029342,242.11015394520356,5041,39029342,12.91592361459745
California,6,2023,60419,38965193,155.05890090163288,91693,38965193,235.3202767403205,4738,38965193,12.159570209237767
California,6,2024,61157,39431263,155.09774566439833,89474,39431263,226.9113216079333,4384,39431263,11.118081609508678
Colorado,8,1999,5863,4226018,138.73580282904615,9270,4226018,219.35543104643665,620,4226018,14.6710212781867
Colorado,8,2000,5922,4301261,137.68055460945058,9106,4301261,211.70535803337674,751,4301261,17.459996033721275
Colorado,8,2001,6145,4425687,138.84849967925882,9238,4425687,208.73595444051963,758,4425687,17.127284419345518
Colorado,8,2002,6384,4490406,142.16977262189656,9418,4490406,209.73604613925778,781,4490406,17.392636656908085
Colorado,8,2003,6417,4528732,141.69529130891382,9334,4528732,206.10625667405358,707,4528732,15.611433840642372
Colorado,8,2004,6196,4575013,135.43130915693573,8760,4575013,191.47486575447982,700,4575013,15.300502971248388
Colorado,8,2005,6395,4631888,138.06465095874512,8933,4631888,192.85872197255202,673,4631888,14.529712290107188
Colorado,8,2006,6550,4720423,138.75875106955456,8578,4720423,181.72100254574644,591,4720423,12.520064409481948
Colorado,8,2007,6617,4803868,137.7431686299457,8512,4803868,177.19054728398032,593,4803868,12.344219283294214
Colorado,8,2008,6719,4889730,137.41045006575007,8452,4889730,172.8520797671855,588,4889730,12.025203845611108
Colorado,8,2009,6950,4972195,139.77730157405333,8335,4972195,167.63220267909847,557,4972195,11.202295967877365
Colorado,8,2010,7035,5029196,139.88319405328406,8352,5029196,166.07028240696923,483,5029196,9.60392078574786
Colorado,8,2011,7051,5116796,137.80107708026662,8545,5116796,166.9990361155692,503,5116796,9.830370411484061
Colorado,8,2012,7306,5187582,140.83632798479135,8643,5187582,166.60941455961563,523,5187582,10.081768346023253
Colorado,8,2013,7357,5268367,139.64478936262412,8829,5268367,167.58513596338295,510,5268367,9.680418998904214
Colorado,8,2014,7405,5355866,138.25962038632034,9439,5355866,176.23667209000374,537,5355866,10.026389756577181
Colorado,8,2015,7604,5456574,139.354840601447,9649,5456574,176.83256930081038,587,5456574,10.757665890721906
Colorado,8,2016,7928,5540545,143.09061653682082,9941,5540545,179.42278241580928,635,5540545,11.460966385075837
Colorado,8,2017,7829,5607154,139.62520023527088,9775,5607154,174.33086375013065,678,5607154,12.091695715865837
Colorado,8,2018,7812,5695564,137.15937526116818,10173,5695564,178.6126887521587,671,5695564,11.781098412729625
Colorado,8,2019,7986,5758736,138.67626506927908,10577,5758736,183.6687773150219,642,5758736,11.148279761392084
Colorado,8,2020,8252,5807719,142.08676418401097,11118,5807719,191.43488174961635,676,5807719,11.639681603052765
Colorado,8,2021,8058,5812069,138.64253848328366,11068,5812069,190.431324886198,754,5812069,12.973004966045654
Colorado,8,2022,8324,5839926,142.53605268285935,11325,5839926,193.92369012895026,836,5839926,14.315249885015668
Colorado,8,2023,8443,5877610,143.64682243292768,11196,5877610,190.48558853003178,804,5877610,13.679029401406353
Colorado,8,2024,8527,5957493,143.1306759403662,10766,5957493,180.71359882420342,774,5957493,12.992042122416256
Connecticut,9,1999,7054,3386401,208.3037419372366,11838,3386401,349.57466643790855,308,3386401,9.09520166099644
Connecticut,9,2000,7065,3405565,207.45456333971015,11808,3405565,346.72660777286586,340,3405565,9.983659099150948
Connecticut,9,2001,7093,3432835,206.62222332270557,11358,3432835,330.8635573804159,317,3432835,9.234350034301094
Connecticut,9,2002,7163,3458749,207.097999883773,11447,3458749,330.95781162495456,348,3458749,10.061441289899903
Connecticut,9,2003,7131,3484336,204.65879295222962,11015,3484336,316.1290989158336,283,3484336,8.122064003012339
Connecticut,9,2004,7175,3496094,205.22903560373376,10299,3496094,294.585900722349,336,3496094,9.610725569735825
Connecticut,9,2005,7052,3506956,201.08607008471165,9999,3506956,285.1190605185808,293,3506956,8.354823955589975
Connecticut,9,2006,7044,3517460,200.25814081752173,9797,3517460,278.52484463220617,363,3517460,10.31994677977859
Connecticut,9,2007,6827,3527270,193.5491187235454,9454,3527270,268.0259804324591,309,3527270,8.760316051790761
Connecticut,9,2008,6830,3545579,192.6342636844363,9471,3545579,267.12139258496285,330,3545579,9.307365595294874
Connecticut,9,2009,6819,3561807,191.44776794475388,9258,3561807,259.92424631654666,263,3561807,7.383892501755429
Connecticut,9,2010,6954,3574097,194.5666275985235,9141,3574097,255.7569086681195,331,3574097,9.26108049110027
Connecticut,9,2011,6837,3580709,190.93983900953694,9155,3580709,255.6756217832837,233,3580709,6.507091193392147
Connecticut,9,2012,6681,3590347,186.08229232439092,9176,3590347,255.57418266256713,293,3590347,8.160771089813881
Connecticut,9,2013,6619,3596080,184.06153366999624,9183,3596080,255.3613935173856,300,3596080,8.34241729883651
Connecticut,9,2014,6621,3596677,184.0865888151758,8981,3596677,249.70271169749188,275,3596677,7.645946522303782
Connecticut,9,2015,6666,3590886,185.63663675204393,9263,3590886,257.9586207972071,286,3590886,7.964608177480432
Connecticut,9,2016,6696,3576452,187.22465728604774,8961,3576452,250.5555785454411,305,3576452,8.528004849498888
Connecticut,9,2017,6608,3588184,184.1600096316131,9249,3588184,257.7627011323834,293,3588184,8.165690499706814
Connecticut,9,2018,6472,3572665,181.15328473282548,9315,3572665,260.7297353656164,302,3572665,8.453073545938397
Connecticut,9,2019,6496,3565287,182.2013206790926,9380,3565287,263.09242425644834,268,3565287,7.516926407327096
Connecticut,9,2020,6638,3557006,186.61762167395838,9302,3557006,261.5120694201809,325,3557006,9.136897716787658
Connecticut,9,2021,6526,3605597,180.99637868569337,8817,3605597,244.53648036649685,330,3605597,9.1524371692122
Connecticut,9,2022,6658,3626205,183.60793170821836,9160,3626205,252.60568555831784,387,3626205,10.672314444439849
Connecticut,9,2023,6586,3617176,182.07574085419122,8870,3617176,245.21892216469422,331,3617176,9.150785032301442
Connecticut,9,2024,6479,3675069,176.29600968036246,9082,3675069,247.12461181000955,341,3675069,9.278737351598025
Delaware,10,1999,1737,774990,224.13192428289395,2516,774990,324.6493503141976,98,774990,12.64532445579943
Delaware,10,2000,1609,783600,205.33435426237875,2567,783600,327.590607452782,126,783600,16.079632465543646
Delaware,10,2001,1786,795699,224.45673552436287,2568,795699,322.73510460613875,122,795699,15.332430982067338
Delaware,10,2002,1621,806169,201.07446453535178,2481,806169,307.7518485578086,121,806169,15.009259845020088
Delaware,10,2003,1719,818003,210.1459285601642,2609,818003,318.94748552266924,131,818003,16.01461119335748
Delaware,10,2004,1827,830803,219.90772782476714,2541,830803,305.8486789286991,141,830803,16.971532360860515
Delaware,10,2005,1799,845150,212.86162219724307,2586,845150,305.981186771579,119,845150,14.080340767911023
Delaware,10,2006,1780,859268,207.1530651670957,2361,859268,274.7687566626478,140,859268,16.292937709771575
Delaware,10,2007,1853,871749,212.56118446938282,2413,871749,276.7998586749167,118,871749,13.536006350451792
Delaware,10,2008,1912,883874,216.320425762043,2274,883874,257.27648963540054,127,883874,14.368563845072941
Delaware,10,2009,1813,891730,203.3126619043881,2332,891730,261.51413544458524,107,891730,11.999147724086887
Delaware,10,2010,1909,897934,212.5991442578185,2343,897934,260.93231796546297,111,897934,12.361710326148692
Delaware,10,2011,1906,907135,210.1120560886748,2353,907135,259.38807344000617,98,907135,10.803243177696814
Delaware,10,2012,1935,917092,210.99300833504162,2317,917092,252.64640843012478,112,917092,12.212515211123856
Delaware,10,2013,1905,925749,205.77932031252533,2415,925749,260.86984701036675,115,925749,12.422373667160322
Delaware,10,2014,1972,935614,210.7706810714675,2509,935614,268.16614544032046,126,935614,13.467092198278351
Delaware,10,2015,2010,945934,212.4883977106225,2557,945934,270.3148422617223,129,945934,13.637315076950399
Delaware,10,2016,2124,952065,223.09401143829464,2643,952065,277.60709615414913,117,952065,12.289076901261993
Delaware,10,2017,2085,961939,216.74971074049395,2724,961939,283.1780393559259,127,961939,13.202500366447353
Delaware,10,2018,2101,967171,217.2314926729606,2790,967171,288.4701877951262,120,967171,12.407319905166718
Delaware,10,2019,2074,973764,212.98795190621135,2838,973764,291.44638742036057,133,973764,13.658340213850584
Delaware,10,2020,2141,986809,216.9619450167155,3092,986809,313.333177950343,124,986809,12.565754872523456
Delaware,10,2021,2178,1003384,217.06545051545567,3145,1003384,313.43932133659695,147,1003384,14.650422968674008
Delaware,10,2022,2373,1018396,233.01348394926924,3240,1018396,318.14736114438784,155,1018396,15.22001264733954
Delaware,10,2023,2274,1031890,220.3723265076704,3346,1031890,324.2593687311632,153,1031890,14.827161809882837
Delaware,10,2024,2349,1051917,223.3065916797618,3442,1051917,327.21212795306093,139,1051917,13.213970303740695
District of Columbia,11,1999,1340,570213,234.9999035448157,2099,570213,368.10805786609563,36,570213,6.313430244487586
District of Columbia,11,2000,1335,572059,233.36753726451292,2149,572059,375.6605524954594,56,572059,9.789200065028258
District of Columbia,11,2001,1327,574504,230.98185565287622,2164,574504,376.6727472741704,54,574504,9.399412362664142
District of Columbia,11,2002,1298,573158,226.4646048733508,2048,573158,357.31857533175844,58,573158,10.11937371545019
District of Columbia,11,2003,1122,568502,197.36078325142216,2019,568502,355.143869326757,64,568502,11.257656085642619
District of Columbia,11,2004,1152,567754,202.90477918253328,1899,567754,334.4758469337072,46,567754,8.102100557635877
District of Columbia,11,2005,1151,567136,202.94955707273036,1900,567136,335.01664503752187,38,567136,6.700332900750436
District of Columbia,11,2006,1178,570681,206.42004902914238,1921,570681,336.615377067048,40,570681,7.009169746320624
District of Columbia,11,2007,1169,574404,203.5152958544857,1783,574404,310.4087018892626,54,574404,9.401048739214907
District of Columbia,11,2008,1143,580236,196.98881144913446,1735,580236,299.01626234842377,48,580236,8.272496018861291
District of Columbia,11,2009,1131,592228,190.9737465975942,1584,592228,267.46455756904436,38,592228,6.416447719459397
District of Columbia,11,2010,1041,601723,173.00319249887406,1600,601723,265.9030816505269,38,601723,6.315198189200014
District of Columbia,11,2011,1070,617996,173.14027922510826,1504,617996,243.3672709855727,38,617996,6.148907112667396
District of Columbia,11,2012,1081,632323,170.95693182123694,1627,632323,257.30520635814287,44,632323,6.958469010300115
District of Columbia,11,2013,1095,646449,169.38691219260915,1640,646449,253.69364017888498,30,646449,4.6407373203454565
District of Columbia,11,2014,1116,658893,169.37499715431792,1657,658893,251.48241064937704,37,658893,5.615479296334914
District of Columbia,11,2015,1072,672228,159.46970373147204,1601,672228,238.1632422332899,43,672228,6.39663923549748
District of Columbia,11,2016,1044,681170,153.26570459650307,1752,681170,257.20451575964887,34,681170,4.991411835518299
District of Columbia,11,2017,1031,693972,148.56507178963992,1677,693972,241.65240096142207,33,693972,4.7552350815306665
District of Columbia,11,2018,1070,702455,152.32292460015233,1681,702455,239.30358528304305,42,702455,5.979030685239624
District of Columbia,11,2019,1025,705749,145.23577079103194,1625,705749,230.2518317418799,44,705749,6.234511136395517
District of Columbia,11,2020,984,712816,138.04403941550135,1798,712816,252.2390069807636,44,712816,6.1727009494736365
District of Columbia,11,2021,985,670050,147.00395492873668,1718,670050,256.39877621073055,59,670050,8.805313036340571
District of Columbia,11,2022,963,671803,143.3455938720131,1656,671803,246.50083432196638,59,671803,8.782336488524166
District of Columbia,11,2023,900,678972,132.55333062335413,1447,678972,213.11629934665936,55,678972,8.100481315871642
District of Columbia,11,2024,934,702250,133.00106799572802,1466,702250,208.75756496974012,47,702250,6.692773228907084
Florida,12,1999,38478,15759421,244.15871623710032,66257,15759421,420.42788247106284,2872,15759421,18.224019778391604
Florida,12,2000,39183,15982378,245.16376724414852,65368,15982378,409.00046288480974,3057,15982378,19.127316348042825
Florida,12,2001,39090,16356966,238.9807498529984,65387,16356966,399.75017371803546,3094,16356966,18.915488361350143
Florida,12,2002,39140,16689370,234.52053612568957,64116,16689370,384.1726799753376,3196,16689370,19.149913987166684
Florida,12,2003,39404,17004085,231.73255132516684,62625,17004085,368.293854094472,3248,17004085,19.101292424732055
Florida,12,2004,39840,17415318,228.76412592638275,61307,17415318,352.0291733978099,3294,17415318,18.91438330325062
Florida,12,2005,40592,17842038,227.50764234444517,60263,17842038,337.75850045829964,3526,17842038,19.762316390089516
Florida,12,2006,40415,18166990,222.46393045848544,57533,18166990,316.6897763470999,3466,18166990,19.078559519215897
Florida,12,2007,40088,18367842,218.25100629676584,55198,18367842,300.5143445811435,3329,18367842,18.124067051534958
Florida,12,2008,40814,18527305,220.2910784919879,54610,18527305,294.75414799939875,3040,18527305,16.408214794326536
Florida,12,2009,40932,18652644,219.44342046092768,53700,18652644,287.89484214677555,2610,18652644,13.99265433897736
Florida,12,2010,41467,18801310,220.55378056103535,54232,18801310,288.44798580524446,2536,18801310,13.488421817415915
Florida,12,2011,41681,19057542,218.71131124884835,53332,19057542,279.84721219557065,2512,19057542,13.181133222741947
Florida,12,2012,42188,19317568,218.39188038577112,54678,19317568,283.048052425647,2501,19317568,12.946764313188908
Florida,12,2013,42735,19552860,218.56137669885632,55768,19552860,285.21658724094584,2437,19552860,12.46364981900346
Florida,12,2014,43212,19893297,217.21889538973858,58702,19893297,295.0843191050734,2578,19893297,12.959138950169999
Florida,12,2015,44027,20271272,217.18913346927613,61182,20271272,301.8162846416347,2983,20271272,14.715406117583543
Florida,12,2016,44266,20612439,214.7538192835889,62193,20612439,301.72557454263415,3239,20612439,15.713812421712928
Florida,12,2017,45131,20984400,215.06928956748823,63902,20984400,304.5214540325194,3229,20984400,15.387621280570329
Florida,12,2018,45281,21299325,212.59359158095387,65203,21299325,306.1270721020502,3243,21299325,15.225834621519695
Florida,12,2019,45583,21477737,212.23371903660058,65895,21477737,306.8060662070683,3301,21477737,15.369403210403403
Florida,12,2020,45800,21733312,210.73640317683748,69961,21733312,321.90675769988485,3517,21733312,16.182531222116538
Florida,12,2021,46937,21781128,215.4938899399517,71390,21781128,327.76080283812666,3906,21781128,17.93295553839085
Florida,12,2022,47035,22244823,211.44245562214633,71848,22244823,322.987510397363,3706,22244823,16.660056139803856
Florida,12,2023,47658,22610726,210.77607149810228,71749,22610726,317.3228493415028,3629,22610726,16.04990481066375
Florida,12,2024,48569,23372215,207.80657716865943,72938,23372215,312.0714061547012,3340,23372215,14.290472683055501
Georgia,13,1999,13225,8045965,164.36810252095304,23775,8045965,295.4897268382351,1521,8045965,18.903885363657437
Georgia,13,2000,13690,8186453,167.22749156441745,23983,8186453,292.9596004521128,1536,8186453,18.76270467808219
Georgia,13,2001,13818,8377038,164.9509050812471,23632,8377038,282.10448609639826,1628,8377038,19.434076818082957
Georgia,13,2002,13975,8508256,164.25222748351717,23616,8508256,277.5656961896774,1526,8508256,17.93552051090141
Georgia,13,2003,14032,8622793,162.73149546788378,23449,8622793,271.9420494032502,1432,8622793,16.60714805516032
Georgia,13,2004,14313,8769252,163.21802589320046,22528,8769252,256.89762365136727,1497,8769252,17.071011301762113
Georgia,13,2005,14358,8925922,160.8573321613162,22493,8925922,251.99637639674646,1686,8925922,18.888804988437048
Georgia,13,2006,14474,9155813,158.08536063373074,22175,9155813,242.19585961399605,1751,9155813,19.12446224054598
Georgia,13,2007,14983,9349988,160.24619496837857,21779,9349988,232.93078023201738,1745,9349988,18.663125556952586
Georgia,13,2008,14621,9504843,153.82684385212886,21248,9504843,223.5491948683424,1510,9504843,15.886638001279978
Georgia,13,2009,15143,9620846,157.3978005676424,21582,9620846,224.3253867695211,1356,9620846,14.09439460937219
Georgia,13,2010,15435,9687653,159.3265159270259,21607,9687653,223.0364774626011,1324,9687653,13.66688092564835
Georgia,13,2011,15602,9815210,158.9573733012335,21060,9815210,214.56494563030236,1289,9815210,13.132678771009484
Georgia,13,2012,16021,9919945,161.50291155848143,21357,9919945,215.29353237341536,1300,9919945,13.104911367956172
Georgia,13,2013,16417,9992167,164.29869516792502,22165,9992167,221.82375454693664,1268,9992167,12.689940030025518
Georgia,13,2014,16684,10097343,165.23158617073818,22914,10097343,226.93098570584363,1282,10097343,12.696409342536944
Georgia,13,2015,16945,10214860,165.88577817023435,23934,10214860,234.3057075672109,1471,10214860,14.400588945908215
Georgia,13,2016,17184,10310371,166.66713545031504,24476,10310371,237.39203952990633,1628,10310371,15.789926473062899
Georgia,13,2017,17135,10429379,164.29549640491538,24726,10429379,237.0802710305187,1556,10429379,14.919392611966638
Georgia,13,2018,17397,10519475,165.3789756618082,25386,10519475,241.32383032423195,1529,10519475,14.534945897965441
Georgia,13,2019,17756,10617423,167.2345539967655,25984,10617423,244.72981814890488,1537,10617423,14.47620576104013
Georgia,13,2020,17827,10710017,166.45164989000483,28136,10710017,262.707332770807,1793,10710017,16.74133663840123
Georgia,13,2021,18136,10799566,167.9326743315426,29487,10799566,273.03874989050485,1976,10799566,18.297031565898113
Georgia,13,2022,18302,10912876,167.7101435038756,29082,10912876,266.4925359731019,1908,10912876,17.483933657818525
Georgia,13,2023,18512,11029227,167.84494507185318,28486,11029227,258.2773933295597,1824,11029227,16.537877042516214
Georgia,13,2024,18932,11180878,169.32480615565254,29105,11180878,260.31050513206566,1557,11180878,13.925561123196228
Hawaii,15,1999,1916,1210300,158.30785755597785,3403,1210300,281.1699578616872,90,1210300,7.436172849706685
Hawaii,15,2000,1943,1211537,160.3747966426118,3338,1211537,275.5177926881309,129,1211537,10.64763189238133
Hawaii,15,2001,2024,1225948,165.09672514658044,3293,1225948,268.6084564761311,128,1225948,10.440899614012991
Hawaii,15,2002,1945,1239613,156.90380788197606,3553,1239613,286.6217117761753,121,1239613,9.761110927362006
Hawaii,15,2003,2133,1251154,170.48261045402884,3433,1251154,274.3866862112897,142,1251154,11.349522121177728
Hawaii,15,2004,2088,1273569,163.94871420394185,3399,1273569,266.8877775762444,142,1273569,11.149768877854282
Hawaii,15,2005,2169,1292729,167.78458594183311,3258,1292729,252.0249797134589,141,1292729,10.907158422221517
Hawaii,15,2006,2171,1309731,165.75922842171408,3150,1309731,240.50740190161187,157,1309731,11.987194317000972
Hawaii,15,2007,2214,1315675,168.27864024170103,3093,1315675,235.0884526953845,136,1315675,10.33689931023999
Hawaii,15,2008,2194,1332213,164.6883794107999,3180,1332213,238.70056815239005,108,1332213,8.106811748571738
Hawaii,15,2009,2244,1346717,166.62743545971426,3265,1346717,242.44143350087657,121,1346717,8.98481269635714
Hawaii,15,2010,2266,1360301,166.58077881292448,3078,1360301,226.27344977324873,124,1360301,9.115629555517492
Hawaii,15,2011,2278,1374810,165.69562339523281,3153,1374810,229.3407816352805,108,1374810,7.8556309599144605
Hawaii,15,2012,2284,1392313,164.0435735355484,3251,1392313,233.49634744486335,134,1392313,9.624272703048812
Hawaii,15,2013,2332,1404054,166.09047800155835,3395,1404054,241.79981681616232,112,1404054,7.976901173316696
Hawaii,15,2014,2493,1419561,175.61767335112756,3416,1419561,240.63777463596136,108,1419561,7.607985849146321
Hawaii,15,2015,2462,1431603,171.97505174269682,3543,1431603,247.4848124794374,105,1431603,7.334435594225494
Hawaii,15,2016,2401,1428557,168.071697524145,3389,1428557,237.2323960472001,135,1428557,9.450095445964005
Hawaii,15,2017,2456,1427538,172.04445696016498,3596,1427538,251.9022260703393,106,1427538,7.425371513753049
Hawaii,15,2018,2405,1420491,169.30765488834496,3630,1420491,255.54544168178467,115,1420491,8.09579222958822
Hawaii,15,2019,2500,1415872,176.5696334131899,3580,1415872,252.8477150476879,121,1415872,8.545970257198391
Hawaii,15,2020,2519,1407006,179.03264094111896,3734,1407006,265.3862172584907,88,1407006,6.254415404056557
Hawaii,15,2021,2562,1441553,177.72499519615303,3867,1441553,268.25236394360803,95,1441553,6.5901149662898275
Hawaii,15,2022,2614,1440196,181.5030731928154,4087,1440196,283.7808187218962,113,1440196,7.846154273446114
Hawaii,15,2023,2576,1435138,179.49493358826817,3929,1435138,273.7715815482553,102,1435138,7.1073304448770775
Hawaii,15,2024,2563,1446146,177.2296849695674,4158,1446146,287.5228365600707,110,1446146,7.606424247620918
Idaho,16,1999,2162,1275674,169.4790361800899,3531,1275674,276.79485511188597,278,1275674,21.79240150696808
Idaho,16,2000,2128,1293953,164.45728708848003,3461,1293953,267.4749391979461,271,1293953,20.943573684670156
Idaho,16,2001,2093,1319962,158.5651708155235,3507,1319962,265.68946681798417,256,1319962,19.39449772038892
Idaho,16,2002,2138,1340372,159.50795749239765,3498,1340372,260.97232708531664,296,1340372,22.083421617282365
Idaho,16,2003,2321,1363380,170.2386715369156,3575,1363380,262.215963267761,283,1363380,20.75723569364374
Idaho,16,2004,2227,1391802,160.00839199828712,3405,1391802,244.64686787344752,249,1391802,17.89047580043713
Idaho,16,2005,2368,1428241,165.7983491581603,3401,1428241,238.12507833061787,283,1428241,19.814583113074054
Idaho,16,2006,2306,1468669,157.01291441434387,3386,1468669,230.54888473849454,298,1468669,20.290480700552678
Idaho,16,2007,2405,1505105,159.78951634603567,3318,1505105,220.4497360649257,273,1505105,18.138269423063505
Idaho,16,2008,2511,1534320,163.65556076959174,3161,1534320,206.01960477605712,250,1534320,16.29386307940977
Idaho,16,2009,2458,1554439,158.12778758124313,3243,1554439,208.6283218575962,242,1554439,15.568317573092287
Idaho,16,2010,2530,1567582,161.39506577646335,3397,1567582,216.70317725005773,214,1567582,13.65159844907635
Idaho,16,2011,2573,1584985,162.33592116013716,3421,1584985,215.83800477607045,212,1584985,13.375520903983318
Idaho,16,2012,2572,1595728,161.18035153860808,3386,1595728,212.19155144235106,221,1595728,13.849478106544474
Idaho,16,2013,2707,1612136,167.91387327123766,3378,1612136,209.53567192842291,261,1612136,16.189701117027347
Idaho,16,2014,2795,1634464,171.00407228302367,3587,1634464,219.46032460794487,212,1634464,12.970612996064766
Idaho,16,2015,2849,1654930,172.15229647175408,3719,1654930,224.72249581553297,243,1654930,14.683400506365826
Idaho,16,2016,2884,1683140,171.34641206316766,3894,1683140,231.35330394381927,271,1683140,16.100859108570887
Idaho,16,2017,3020,1716943,175.8940162835924,4034,1716943,234.9524707576198,271,1716943,15.78386702412369
Idaho,16,2018,3049,1754208,173.8106313504442,4093,1754208,233.324668454368,250,1754208,14.251445666648424
Idaho,16,2019,2928,1787065,163.84406834670256,4002,1787065,223.94260980993977,256,1787065,14.325164445613337
Idaho,16,2020,3004,1826913,164.43038064757326,4289,1826913,234.76761071818964,243,1826913,13.301125997789713
Idaho,16,2021,3130,1900923,164.6568535390439,4535,1900923,238.56831654938154,316,1900923,16.6235034243891
Idaho,16,2022,3137,1939033,161.7816715857853,4557,1939033,235.01405081811396,271,1939033,13.976038571803574
Idaho,16,2023,3340,1964726,169.99825929926106,4446,1964726,226.29109606123197,324,1964726,16.490849105676823
Idaho,16,2024,3375,2001619,168.6135073657874,4611,2001619,230.36352072996908,268,2001619,13.389161473786968
Illinois,17,1999,25024,12359020,202.47560081624593,43778,12359020,354.2190238384597,1537,12359020,12.436261127500401
Illinois,17,2000,25365,12419293,204.23867928713815,41960,12419293,337.8614225463559,1568,12419293,12.625517410693186
