State,State Code,Year,population,firearm_suicide_deaths,firearm_suicide_rate_per_100k,total_suicide_deaths,total_suicide_rate_per_100k,nonfirearm_suicide_deaths,nonfirearm_suicide_rate_per_100k,unemployment_rate,income_pc,gun_ownership,mean_rucc_2013,share_nonmetro_counties_2013,rep_vote_share_2party,permitless_year,ever_adopter,post_permitless,years_since_permitless
Alabama,1,2011,4802740,452,9.411294386121256,656,13.658869728529965,204,4.247575342408709,9.558333333333334,34884.0,0.513,4.641791044776119,0.5671641791044776,0.6089090275357267,2023.0,1,0,-12.0
Alabama,1,2012,4822023,500,10.369091976541796,727,15.076659733891772,227,4.707567757349976,8.174999999999999,35559.0,0.543,4.641791044776119,0.5671641791044776,0.6121622853343771,2023.0,1,0,-11.0
Alabama,1,2013,4833722,504,10.426747752560036,722,14.936729915373702,218,4.509982162813666,7.358333333333333,35706.0,0.516,4.641791044776119,0.5671641791044776,0.6121622853343771,2023.0,1,0,-10.0
Alabama,1,2014,4849377,479,9.877557467691211,715,14.744161982044291,236,4.86660451435308,6.766666666666667,36722.0,0.51,4.641791044776119,0.5671641791044776,0.6121622853343771,2023.0,1,0,-9.0
Alabama,1,2015,4858979,528,10.866480386105806,752,15.476502368090086,224,4.61002198198428,6.083333333333333,38189.0,0.495,4.641791044776119,0.5671641791044776,0.6121622853343771,2023.0,1,0,-8.0
Alabama,1,2016,4863300,550,11.30919334608188,789,16.223551909197457,239,4.914358563115577,5.8,38704.0,0.528,4.641791044776119,0.5671641791044776,0.6437414359396074,2023.0,1,0,-7.0
Alabama,1,2017,4874747,573,11.754456179982265,839,17.21114962479078,266,5.456693444808517,4.508333333333334,39968.0,0.528,4.641791044776119,0.5671641791044776,0.6437414359396074,2023.0,1,0,-6.0
Alabama,1,2018,4887871,552,11.293260399057177,823,16.837596573231988,271,5.544336174174811,3.925,41324.0,0.528,4.641791044776119,0.5671641791044776,0.6437414359396074,2023.0,1,0,-5.0
Alabama,1,2019,4903185,543,11.074434270785211,805,16.41789979370552,262,5.343465522920308,3.1916666666666664,42998.0,0.528,4.641791044776119,0.5671641791044776,0.6437414359396074,2023.0,1,0,-4.0
Alabama,1,2020,4921532,542,11.012830964016896,796,16.173825548629978,254,5.160994584613082,6.408333333333334,45872.0,0.528,4.641791044776119,0.5671641791044776,0.6291137483335473,2023.0,1,0,-3.0
Alabama,1,2021,5039877,623,12.361412788447018,829,16.448814127805104,206,4.087401339358086,3.35,50638.0,0.528,4.641791044776119,0.5671641791044776,0.6291137483335473,2023.0,1,0,-2.0
Alabama,1,2022,5074296,614,12.10020069779138,841,16.57372766586734,227,4.473526968075962,2.4916666666666667,51697.0,0.528,4.641791044776119,0.5671641791044776,0.6291137483335473,2023.0,1,0,-1.0
