State,State Code,Year,falls_deaths,falls_population,falls_rate_per_100k,non_transport_injury_excluding_falls_poisoning_deaths,non_transport_injury_excluding_falls_poisoning_population,non_transport_injury_excluding_falls_poisoning_rate_per_100k,accidental_poisoning_deaths,accidental_poisoning_population,accidental_poisoning_rate_per_100k
California,6,2015,2451,39144818,6.261365169714162,1629,39144818,4.161470363714554,4376.0,39144818.0,11.17900203291276
California,6,2016,2578,39250017,6.568150021438208,1771,39250017,4.512099956542694,4324.0,39250017.0,11.016555738052292
California,6,2017,2639,39536653,6.674818933206106,1976,39536653,4.9978939795434885,4652.0,39536653.0,11.766296959937403
California,6,2018,2644,39557045,6.684017979603886,1854,39557045,4.6869021687540116,5150.0,39557045.0,13.019172690983364
California,6,2019,2870,39512223,7.2635751220578,1815,39512223,4.593515277538295,6015.0,39512223.0,15.223137407378978
California,6,2020,2896,39368078,7.356213833959585,1758,39368078,4.465546933736516,8887.0,39368078.0,22.574127190054845
California,6,2021,2827,39237836,7.204780610225294,1851,39237836,4.717385535736476,10847.0,39237836.0,27.644236037889552
California,6,2022,3115,39029342,7.981174778708799,1848,39029342,4.734899194559826,10734.0,39029342.0,27.502385256712756
California,6,2023,3010,38965193,7.724843041326653,1908,38965193,4.896677914568523,11168.0,38965193.0,28.661477437055172
California,6,2024,2940,39431263,7.456012758201531,1938,39431263,4.9148818793859075,8866.0,39431263.0,22.484696977624075
Colorado,8,1999,219,4226018,5.182183322456269,386,4226018,9.133893892548494,222.0,4226018.0,5.253172135092657
Colorado,8,2000,267,4301261,6.207481945410893,365,4301261,8.485883558333242,252.0,4301261.0,5.858747004657472
Colorado,8,2001,279,4425687,6.304106006592875,356,4425687,8.043948882964385,267.0,4425687.0,6.032961662223289
Colorado,8,2002,310,4490406,6.90360737982267,332,4490406,7.393540806777829,323.0,4490406.0,7.193113495750718
Colorado,8,2003,341,4528732,7.529701470521992,342,4528732,7.551782706505928,348.0,4528732.0,7.68427012240954
Colorado,8,2004,343,4575013,7.49724645591171,341,4575013,7.453530733136715,363.0,4575013.0,7.934403683661664
Colorado,8,2005,390,4631888,8.41989270897742,365,4631888,7.880155996863483,445.0,4631888.0,9.607313475628082
Colorado,8,2006,413,4720423,8.749215907133747,384,4720423,8.134864184841062,467.0,4720423.0,9.893181183127021
Colorado,8,2007,448,4803868,9.325818278104228,388,4803868,8.076824758715269,567.0,4803868.0,11.802988758225663
Colorado,8,2008,535,4889730,10.941299417350242,371,4889730,7.587330997826056,615.0,4889730.0,12.577381573215698
Colorado,8,2009,565,4972195,11.363190703502175,315,4972195,6.3352302152268765,649.0,4972195.0,13.052585427562676
Colorado,8,2010,649,5029196,12.90464718416224,367,5029196,7.297389085651067,552.0,5029196.0,10.975909469426126
Colorado,8,2011,675,5116796,13.191848961733086,384,5116796,7.504696298230377,714.0,5116796.0,13.954044679522108
Colorado,8,2012,715,5187582,13.78291466043332,437,5187582,8.423963226027078,673.0,5187582.0,12.973288904156117
Colorado,8,2013,792,5268367,15.033121268886546,386,5268367,7.326748497209856,681.0,5268367.0,12.926206545595628
Colorado,8,2014,798,5355866,14.899551258377265,359,5355866,6.702930954583255,756.0,5355866.0,14.115364350041618
Colorado,8,2015,850,5456574,15.577540046190155,415,5456574,7.605504846081075,801.0,5456574.0,14.679540678821546
Colorado,8,2016,871,5540545,15.720475151812682,441,5540545,7.959505788690463,848.0,5540545.0,15.305353534715447
Colorado,8,2017,930,5607154,16.585954300523937,462,5607154,8.239474071873182,896.0,5607154.0,15.979586078784353
Colorado,8,2018,907,5695564,15.924674009457185,487,5695564,8.550514049179327,928.0,5695564.0,16.293382007471077
Colorado,8,2019,884,5758736,15.350590824097509,502,5758736,8.717190716851754,991.0,5758736.0,17.208637450996193
Colorado,8,2020,1008,5807719,17.3562116211201,481,5807719,8.282081140633696,1396.0,5807719.0,24.036975618138552
Colorado,8,2021,1082,5812069,18.616434182044294,534,5812069,9.187778052875835,1764.0,5812069.0,30.35063761287073
Colorado,8,2022,1133,5839926,19.4009307652186,521,5839926,8.92134592116407,1690.0,5839926.0,28.938722853679995
Colorado,8,2023,1069,5877610,18.187664714058947,510,5877610,8.67699626208612,1725.0,5877610.0,29.34866382764423
Colorado,8,2024,1006,5957493,16.886297642313636,483,5957493,8.107437138407045,1490.0,5957493.0,25.01052036485817
Connecticut,9,1999,138,3386401,4.075122822134768,305,3386401,9.00661203442829,239.0,3386401.0,7.057640249929054
Connecticut,9,2000,159,3405565,4.6688288140147085,383,3405565,11.246298338161216,265.0,3405565.0,7.78138135669118
Connecticut,9,2001,184,3432835,5.360001281739437,277,3432835,8.06913236435774,239.0,3432835.0,6.962175577911551
Connecticut,9,2002,176,3458749,5.088545020179261,313,3458749,9.049514723386983,307.0,3458749.0,8.876041597699052
Connecticut,9,2003,176,3484336,5.051177613180819,362,3484336,10.389353954383274,265.0,3484336.0,7.605466292573391
Connecticut,9,2004,222,3496094,6.349943680004028,378,3496094,10.812066265952803,301.0,3496094.0,8.609608322888343
Connecticut,9,2005,222,3506956,6.330276171129606,327,3506956,9.324325711528745,267.0,3506956.0,7.613440259872093
Connecticut,9,2006,244,3517460,6.936823730760265,316,3517460,8.98375532344362,357.0,3517460.0,10.149369147054978
Connecticut,9,2007,287,3527270,8.136604229333168,326,3527270,9.242275187326175,386.0,3527270.0,10.943307430392343
Connecticut,9,2008,339,3545579,9.561202838802915,322,3545579,9.08173248995439,365.0,3545579.0,10.29451043115948
Connecticut,9,2009,364,3561807,10.219531827524625,298,3561807,8.366539792863566,345.0,3561807.0,9.68609472663735
Connecticut,9,2010,330,3574097,9.233101395960993,331,3574097,9.26108049110027,324.0,3574097.0,9.06522682512534
Connecticut,9,2011,356,3580709,9.94216508518285,366,3580709,10.221439385328436,364.0,3580709.0,10.16558452529932
Connecticut,9,2012,342,3590347,9.525541681625759,341,3590347,9.497689220568374,403.0,3590347.0,11.224541806126261
Connecticut,9,2013,378,3596080,10.511445796534003,330,3596080,9.176659028720161,549.0,3596080.0,15.266623656870815
Connecticut,9,2014,410,3596677,11.399411178707457,340,3596677,9.453170245757404,599.0,3596677.0,16.654261697672602
Connecticut,9,2015,444,3590886,12.364636471333258,271,3590886,7.546883972367822,773.0,3590886.0,21.52672070346984
Connecticut,9,2016,404,3576452,11.296111341631315,313,3576452,8.751690222600498,928.0,3576452.0,25.947503279786783
Connecticut,9,2017,398,3588184,11.091961839192193,303,3588184,8.444383008229233,1048.0,3588184.0,29.206974893149294
Connecticut,9,2018,408,3572665,11.420046379943264,270,3572665,7.557383633785983,1047.0,3572665.0,29.30585431323676
Connecticut,9,2019,441,3565287,12.369270692653915,280,3565287,7.853505201685025,1184.0,3565287.0,33.20910770998239
Connecticut,9,2020,502,3557006,14.112992781007398,230,3557006,6.466112230342034,1374.0,3557006.0,38.627992193434594
Connecticut,9,2021,525,3605597,14.560695496473953,236,3605597,6.545379308891149,1532.0,3605597.0,42.48949619161542
Connecticut,9,2022,531,3626205,14.643408191208163,245,3626205,6.75637477748776,1449.0,3626205.0,39.959130826856175
Connecticut,9,2023,485,3617176,13.408249971801206,148,3617176,4.091589682116656,1267.0,3617176.0,35.02732518406624
Connecticut,9,2024,501,3675069,13.63239710601352,190,3675069,5.169970958368401,934.0,3675069.0,25.414488816400457
Delaware,10,1999,47,774990,6.0645943818629915,67,774990,8.645272842230222,47.0,774990.0,6.0645943818629915
Delaware,10,2000,31,783600,3.9561000510464526,82,783600,10.464522715671261,44.0,783600.0,5.615109749872384
Delaware,10,2001,35,795699,4.398648232560302,85,795699,10.682431421932163,41.0,795699.0,5.152702215284926
Delaware,10,2002,40,806169,4.961738791742178,58,806169,7.194521248026158,68.0,806169.0,8.434955945961702
Delaware,10,2003,24,818003,2.9339745697754163,60,818003,7.334936424438542,61.0,818003.0,7.457185364845851
Delaware,10,2004,51,830803,6.13863936456657,52,830803,6.2590048423031694,44.0,830803.0,5.296081020410374
Delaware,10,2005,48,845150,5.679465183695202,66,845150,7.809264627580903,50.0,845150.0,5.916109566349169
Delaware,10,2006,46,859268,5.353393818924946,73,859268,8.49560323438089,64.0,859268.0,7.448200095895576
Delaware,10,2007,49,871749,5.620883992984219,58,871749,6.653291257001728,73.0,871749.0,8.373970030364244
Delaware,10,2008,55,883874,6.222606389598518,54,883874,6.109468091605817,110.0,883874.0,12.445212779197036
Delaware,10,2009,63,891730,7.064918753434336,47,891730,5.270653673197044,108.0,891730.0,12.111289291601718
Delaware,10,2010,50,897934,5.568337984751664,65,897934,7.238839380177163,125.0,897934.0,13.92084496187916
Delaware,10,2011,46,907135,5.070910063000546,64,907135,7.055179218087715,128.0,907135.0,14.11035843617543
Delaware,10,2012,74,917092,8.068983264492548,62,917092,6.760499491872135,121.0,917092.0,13.193878040589167
Delaware,10,2013,84,925749,9.073733809056234,60,925749,6.481238435040168,150.0,925749.0,16.203096087600418
Delaware,10,2014,72,935614,7.6954812561590575,67,935614,7.161072835592456,155.0,935614.0,16.566661037564636
Delaware,10,2015,65,945934,6.871515348850977,70,945934,7.400093452608743,177.0,945934.0,18.71166487302497
Delaware,10,2016,73,952065,7.667543707625005,49,952065,5.1467074201866465,272.0,952065.0,28.56947792430139
Delaware,10,2017,84,961939,8.732362447099037,61,961939,6.341358443726681,333.0,961939.0,34.61757970099975
Delaware,10,2018,72,967171,7.4443919431000305,65,967171,6.72063161529864,395.0,967171.0,40.840761354507116
Delaware,10,2019,96,973764,9.858651582929744,73,973764,7.4966829745194925,420.0,973764.0,43.13160067531763
Delaware,10,2020,101,986809,10.235010017136041,59,986809,5.978867237732935,434.0,986809.0,43.9801420538321
Delaware,10,2021,91,1003384,9.069309456798194,74,1003384,7.375042854978752,502.0,1003384.0,50.03069612431532
Delaware,10,2022,102,1018396,10.015750258249247,89,1018396,8.739233068472382,526.0,1018396.0,51.6498493709716
Delaware,10,2023,125,1031890,12.113694289119964,76,1031890,7.365126127784939,507.0,1031890.0,49.13314403667058
Delaware,10,2024,114,1051917,10.837356939758555,68,1051917,6.464388350031419,325.0,1051917.0,30.895973731767807
District of Columbia,11,1999,28,570213,4.910445745712567,40,570213,7.014922493875096,50.0,570213.0,8.76865311734387
District of Columbia,11,2000,32,572059,5.593828608587576,42,572059,7.341900048771193,71.0,572059.0,12.411307225303682
District of Columbia,11,2001,43,574504,7.484717251751076,36,574504,6.266274908442761,88.0,574504.0,15.317560887304527
District of Columbia,11,2002,40,573158,6.978878424448407,44,573158,7.676766266893249,57.0,573158.0,9.94490175483898
District of Columbia,11,2003,36,568502,6.332431548173973,39,568502,6.8601341771884705,90.0,568502.0,15.831078870434933
District of Columbia,11,2004,45,567754,7.925967936817707,49,567754,8.630498420090392,73.0,567754.0,12.8576813197265
District of Columbia,11,2005,42,567136,7.405631100829431,68,567136,11.990069401342888,56.0,567136.0,9.874174801105909
District of Columbia,11,2006,50,570681,8.76146218290078,39,570681,6.8339405026626086,87.0,570681.0,15.244944198247357
District of Columbia,11,2007,37,574404,6.441459321313919,56,574404,9.7492357295562,38.0,574404.0,6.6155528164845645
District of Columbia,11,2008,42,580236,7.238434016503629,23,580236,3.963904342371035,44.0,580236.0,7.58312135062285
District of Columbia,11,2009,35,592228,5.909886057396814,43,592228,7.2607171562303705,17.0,592228.0,2.8705160850213094
District of Columbia,11,2010,58,601723,9.6389867098316,40,601723,6.6475770412631725,72.0,601723.0,11.96563867427371
District of Columbia,11,2011,47,617996,7.605227218299147,26,617996,4.20714697182506,70.0,617996.0,11.326934154913625
District of Columbia,11,2012,52,632323,8.223645193991045,31,632323,4.902557711802354,66.0,632323.0,10.437703515450174
District of Columbia,11,2013,62,646449,9.590857128713944,35,646449,5.414193540403033,83.0,646449.0,12.839373252955763
District of Columbia,11,2014,60,658893,9.106182642705265,27,658893,4.097782189217369,91.0,658893.0,13.811043674769651
District of Columbia,11,2015,58,672228,8.628025015322182,34,672228,5.057807767602658,128.0,672228.0,19.041158654504127
District of Columbia,11,2016,65,681170,9.542404979667337,44,681170,6.459474140082505,253.0,681170.0,37.14197630547441
District of Columbia,11,2017,57,693972,8.213587868098424,44,693972,6.340313442040888,291.0,693972.0,41.932527537134064
District of Columbia,11,2018,59,702455,8.39911453402709,51,702455,7.260251546362401,242.0,702455.0,34.450605376856885
District of Columbia,11,2019,50,705749,7.0846717459039965,39,705749,5.526043961805118,299.0,705749.0,42.366337040505904
District of Columbia,11,2020,57,712816,7.996453502727212,53,712816,7.435298870956881,404.0,712816.0,56.67661780880339
District of Columbia,11,2021,86,670050,12.834863069920155,54,670050,8.059100067159168,436.0,670050.0,65.06977091261847
District of Columbia,11,2022,68,671803,10.122014935926156,56,671803,8.335777006056835,445.0,671803.0,66.23965656598736
District of Columbia,11,2023,61,678972,8.984170186694003,56,678972,8.247762794342034,419.0,678972.0,61.71093947909486
District of Columbia,11,2024,51,702250,7.262370950516198,46,702250,6.550373798504806,315.0,702250.0,44.8558205767177
Florida,12,1999,873,15759421,5.539543616481849,1148,15759421,7.284531582727564,728.0,15759421.0,4.619459052461382
Florida,12,2000,908,15982378,5.68125719464275,1189,15982378,7.439443617213909,860.0,15982378.0,5.380926417833441
Florida,12,2001,1069,16356966,6.535441841720525,1260,16356966,7.703140056658429,1347.0,16356966.0,8.235023536761036
Florida,12,2002,1197,16689370,7.172229988309924,1234,16689370,7.393927991290264,1534.0,16689370.0,9.191479366806536
Florida,12,2003,1382,17004085,8.127458784168628,1309,17004085,7.698150179795032,1734.0,17004085.0,10.197549588819392
Florida,12,2004,1504,17415318,8.636075436578304,1336,17415318,7.6714074356839195,1851.0,17415318.0,10.628574224139921
Florida,12,2005,1678,17842038,9.404755219106697,1402,17842038,7.857846732531339,1999.0,17842038.0,11.203877045884557
Florida,12,2006,1697,18166990,9.341118148906341,1352,18166990,7.4420693796826,2163.0,18166990.0,11.90621010965493
Florida,12,2007,1722,18367842,9.375080643659718,1376,18367842,7.491353638603816,2446.0,18367842.0,13.316752180250678
Florida,12,2008,1765,18527305,9.526479971048136,1304,18527305,7.038260556513751,2571.0,18527305.0,13.876815867175502
Florida,12,2009,1983,18652644,10.631200595475901,1278,18652644,6.851575572878569,2651.0,18652644.0,14.212462319014934
Florida,12,2010,2161,18801310,11.493879947727047,1262,18801310,6.712298238792936,2693.0,18801310.0,14.323470013525652
Florida,12,2011,2325,19057542,12.199894404010758,1310,19057542,6.873918997528642,2562.0,19057542.0,13.443496543258306
Florida,12,2012,2489,19317568,12.884644692333941,1350,19317568,6.988457346183536,2215.0,19317568.0,11.466246682812246
Florida,12,2013,2664,19552860,13.624605300707927,1288,19552860,6.587271631873803,2134.0,19552860.0,10.914004396287806
Florida,12,2014,2819,19893297,14.170602288801097,1475,19893297,7.414557777928918,2342.0,19893297.0,11.772809705701372
Florida,12,2015,2888,20271272,14.24676261065413,1540,20271272,7.596957901803104,2938.0,20271272.0,14.493417087985401
Florida,12,2016,3095,20612439,15.015205138993982,1591,20612439,7.7186401861516725,4417.0,20612439.0,21.42880810951096
Florida,12,2017,3199,20984400,15.244657936371782,1602,20984400,7.634242580202436,4809.0,20984400.0,22.917024075027165
Florida,12,2018,3235,21299325,15.188274745795935,1581,21299325,7.422770439908307,4400.0,21299325.0,20.65793164806866
Florida,12,2019,3369,21477737,15.68601012294731,1476,21477737,6.872232395805946,4977.0,21477737.0,23.17283240780907
Florida,12,2020,3740,21733312,17.208605848938255,1590,21733312,7.3159581015539645,7048.0,21733312.0,32.42947968537884
Florida,12,2021,4215,21781128,19.3516148474955,1766,21781128,8.10793637501235,7636.0,21781128.0,35.057872117550566
Florida,12,2022,4198,22244823,18.8718067120606,1672,22244823,7.516355603279019,7273.0,22244823.0,32.695247788665256
Florida,12,2023,4447,22610726,19.6676568456935,1726,22610726,7.633545247507754,6743.0,22610726.0,29.822129550373575
Florida,12,2024,4434,23372215,18.971244274451525,1736,23372215,7.427622927480344,4728.0,23372215.0,20.22914815733126
Georgia,13,1999,402,8045965,4.996293173037666,785,8045965,9.756443136404396,256.0,8045965.0,3.181719035566275
Georgia,13,2000,323,8186453,3.9455427155081693,816,8186453,9.967686860231165,301.0,8186453.0,3.6768060599627215
Georgia,13,2001,436,8377038,5.20470361958487,797,8377038,9.51410271745216,437.0,8377038.0,5.216641013207771
Georgia,13,2002,441,8508256,5.183200881590775,760,8508256,8.932500385507911,493.0,8508256.0,5.794371960599211
Georgia,13,2003,449,8622793,5.207129522881972,820,8622793,9.509679752256607,537.0,8622793.0,6.2276805206851185
Georgia,13,2004,567,8769252,6.465773819705489,746,8769252,8.506996947972302,584.0,8769252.0,6.6596329994850185
Georgia,13,2005,550,8925922,6.161828436322881,708,8925922,7.931953696211999,666.0,8925922.0,7.4614140701655245
Georgia,13,2006,582,9155813,6.356617375212884,706,9155813,7.710948224914598,748.0,9155813.0,8.169673190136146
Georgia,13,2007,595,9349988,6.363644530880681,734,9349988,7.850277454901546,857.0,9349988.0,9.165787164646629
Georgia,13,2008,605,9504843,6.3651761528307205,725,9504843,7.627690431078135,860.0,9504843.0,9.048018994106478
Georgia,13,2009,686,9620846,7.1303500752428635,744,9620846,7.733207661779431,944.0,9620846.0,9.812026925698634
Georgia,13,2010,619,9687653,6.38957650526913,738,9687653,7.6179442017586725,974.0,9687653.0,10.054034759502636
Georgia,13,2011,674,9815210,6.8668933216915375,744,9815210,7.580072153321224,1000.0,9815210.0,10.188269023281213
Georgia,13,2012,664,9919945,6.693585498709922,697,9919945,7.026248633434964,986.0,9919945.0,9.939571237542143
Georgia,13,2013,659,9992167,6.595165993522727,706,9992167,7.0655344331214645,1011.0,9992167.0,10.117925370943059
Georgia,13,2014,710,10097343,7.0315527560071995,805,10097343,7.972394321951825,1097.0,10097343.0,10.864244187802672
Georgia,13,2015,741,10214860,7.254137599536362,848,10214860,8.30163115304566,1222.0,10214860.0,11.962963760638912
Georgia,13,2016,807,10310371,7.827070432286093,855,10310371,8.292621089968536,1336.0,10310371.0,12.957826638828031
Georgia,13,2017,720,10429379,6.903574987542403,876,10429379,8.399349568176591,1466.0,10429379.0,14.056445738523838
Georgia,13,2018,719,10519475,6.834941857839863,789,10519475,7.50037430575195,1299.0,10519475.0,12.348524997682867
Georgia,13,2019,810,10617423,7.628969854549452,814,10617423,7.666643779757102,1325.0,10617423.0,12.479487725034597
Georgia,13,2020,892,10710017,8.328651579171163,845,10710017,7.889810072196898,1906.0,10710017.0,17.79642366580744
Georgia,13,2021,922,10799566,8.537380113237884,920,10799566,8.518860850519363,2440.0,10799566.0,22.593500516594833
Georgia,13,2022,943,10912876,8.641168469246786,966,10912876,8.851928675813783,2618.0,10912876.0,23.990009599669236
Georgia,13,2023,932,11029227,8.45027489233833,968,11029227,8.776680360282729,2514.0,11029227.0,22.793981844783865
Georgia,13,2024,992,11180878,8.872290709191173,1000,11180878,8.94384144071691,1978.0,11180878.0,17.690918369738046
Hawaii,15,1999,60,1210300,4.957448566471123,82,1210300,6.775179707510535,36.0,1210300.0,2.9744691398826735
Hawaii,15,2000,77,1211537,6.355563222584205,98,1211537,8.088898646925353,31.0,1211537.0,2.558733245455979
Hawaii,15,2001,75,1225948,6.1177146175857375,101,1225948,8.238522351682127,44.0,1225948.0,3.5890592423169663
Hawaii,15,2002,70,1239613,5.646923676986286,136,1239613,10.971166001001926,57.0,1239613.0,4.59820927983169
Hawaii,15,2003,98,1251154,7.832768787855052,101,1251154,8.072547424217962,66.0,1251154.0,5.275129999984014
Hawaii,15,2004,68,1273569,5.339325941507685,101,1273569,7.930469413121708,70.0,1273569.0,5.4963649397873215
Hawaii,15,2005,99,1292729,7.658217615602342,116,1292729,8.9732650849482,73.0,1292729.0,5.64696854483809
Hawaii,15,2006,104,1309731,7.940561840561154,109,1309731,8.322319621357362,63.0,1309731.0,4.810148038032238
Hawaii,15,2007,126,1315675,9.57683318448705,106,1315675,8.056700932981169,90.0,1315675.0,6.840595131776464
Hawaii,15,2008,101,1332213,7.581370246349495,92,1332213,6.905802600635183,100.0,1332213.0,7.50630717460346
Hawaii,15,2009,98,1346717,7.276955737545452,104,1346717,7.722483639844154,101.0,1346717.0,7.499719688694804
Hawaii,15,2010,97,1360301,7.1307747329451345,103,1360301,7.571853582405659,104.0,1360301.0,7.645366723982413
